date,stock,close,kno,w,h,e,n,rd,pct
05/09/2007,CVS,38.02,311,4,3,1,1,D,63
05/09/2007,JEC,54.75,311,4,2,3,1,D,55
05/09/2007,TRV,56.66,311,2,2,1,1,D,83
05/09/2007,X,113.51,311,1,3,3,1,D,67
05/16/2007,UNP,119.39,311,4,2,3,1,D,55
05/17/2007,GME,35.60,311,4,3,2,1,D,55
05/17/2007,MCD,52.26,311,1,1,1,1,D,100
05/18/2007,PX,69.21,311,1,2,1,1,D,92
05/21/2007,ADP,48.91,311,1,1,0,1,D,80
05/21/2007,APA,78.71,311,1,3,2,1,D,75
05/21/2007,XOM,83.59,311,4,3,3,1,D,47
05/22/2007,MRK,54.15,311,4,1,1,1,D,80
05/23/2007,SWK,62.28,311,4,3,1,1,D,63
05/23/2007,TSS,34.33,311,4,3,2,1,D,55
05/29/2007,CI,169.00,311,4,2,3,1,D,55
05/30/2007,BA,100.55,311,1,3,3,1,D,67
05/30/2007,LUK,35.44,311,1,1,3,1,D,83
05/31/2007,MA,149.55,311,4,2,2,1,D,63
06/01/2007,CCI,37.32,311,1,3,0,1,D,60
06/01/2007,CLF,89.46,311,1,1,1,1,D,100
06/01/2007,CTL,49.45,311,2,2,1,1,D,83
06/01/2007,K,54.32,311,4,3,2,1,D,55
06/01/2007,MOS,35.58,311,2,2,1,1,D,83
06/01/2007,NFX,52.61,311,1,2,1,1,D,92
06/01/2007,PKI,26.91,311,1,3,3,1,D,67
06/01/2007,ROK,68.30,311,2,2,3,1,D,67
06/04/2007,NOV,97.71,311,4,3,3,1,D,47
06/15/2007,APA,87.30,311,1,1,4,1,D,80
06/15/2007,FLR,109.67,311,4,3,1,1,D,63
06/15/2007,NOV,107.07,311,4,2,1,1,D,72
06/18/2007,APC,54.90,311,1,2,2,1,D,83
06/18/2007,GME,40.18,311,4,2,3,1,D,55
06/18/2007,LUK,36.87,311,4,1,0,1,D,56
06/18/2007,MNST,44.29,311,4,4,2,1,D,52
06/19/2007,AMP,66.95,311,2,3,3,1,D,58
06/19/2007,HRS,55.57,311,1,3,3,1,D,67
06/21/2007,IR,55.99,311,1,1,2,1,D,92
07/03/2007,FLR,114.20,311,1,2,2,1,D,83
07/03/2007,FLS,73.79,311,4,3,3,1,D,47
07/03/2007,RSG,31.46,311,4,3,3,1,D,47
07/09/2007,COP,84.05,311,1,2,1,1,D,92
07/09/2007,CSC,61.31,311,1,2,3,1,D,75
07/09/2007,FCX,88.89,311,1,3,0,1,D,60
07/09/2007,GRMN,78.89,311,3,1,0,1,D,60
07/13/2007,AMT,44.42,311,4,3,3,1,D,47
07/13/2007,PLL,48.87,311,1,3,4,1,D,63
07/16/2007,CSCO,29.89,311,2,2,3,1,D,67
07/16/2007,DE,131.60,311,1,3,0,1,D,60
07/16/2007,GRMN,82.74,311,2,1,2,1,D,83
07/16/2007,ITW,58.01,311,2,2,5,1,D,60
07/16/2007,ROK,74.23,311,2,2,0,1,D,60
07/17/2007,DISCA,25.74,311,4,3,2,1,D,55
07/17/2007,EMR,50.49,311,4,3,3,1,D,47
07/17/2007,LRCX,59.98,311,1,2,3,1,D,75
07/19/2007,CSC,61.79,311,2,2,0,1,D,60
07/19/2007,PCP,138.42,311,1,3,5,1,D,60
07/20/2007,SLB,96.68,311,1,2,2,1,D,83
07/23/2007,ISRG,208.03,311,1,1,3,1,D,83
07/23/2007,JNPR,31.00,311,1,1,2,1,D,92
07/23/2007,PPG,82.20,311,1,2,1,1,D,92
08/01/2007,OI,41.00,311,3,3,3,1,D,50
08/09/2007,LUV,16.60,311,1,2,2,1,D,83
09/04/2007,WYNN,126.65,311,1,1,0,1,D,80
09/06/2007,JNPR,34.95,311,1,3,5,1,D,60
09/13/2007,FOSL,37.30,311,2,1,3,1,D,75
09/14/2007,PCLN,86.66,311,4,2,2,1,D,63
09/17/2007,MON,75.44,311,4,2,3,1,D,55
09/18/2007,FMC,49.40,311,1,2,1,1,D,92
09/20/2007,CAM,92.74,311,1,2,0,1,D,70
09/20/2007,CTXS,39.07,311,2,3,2,1,D,67
09/20/2007,NBL,67.03,311,2,4,4,1,D,52
09/21/2007,DO,115.05,311,2,3,5,1,D,52
09/21/2007,ECL,46.28,311,1,1,1,1,D,100
09/25/2007,WDC,25.33,311,1,2,3,1,D,75
09/26/2007,HUM,69.69,311,1,4,5,1,D,57
09/26/2007,LUK,49.14,311,1,2,0,1,D,70
09/26/2007,NVDA,36.67,311,1,3,0,1,D,60
09/27/2007,APD,97.82,311,1,2,2,1,D,83
09/27/2007,ECL,47.59,311,1,1,0,1,D,80
10/02/2007,FSLR,131.53,311,1,3,3,1,D,67
10/03/2007,DVA,63.94,311,2,1,4,1,D,72
10/09/2007,ISRG,258.48,311,1,3,1,1,D,83
10/10/2007,BRCM,40.42,311,1,2,3,1,D,75
10/10/2007,CTXS,41.42,311,4,2,0,1,D,46
10/10/2007,ORCL,22.92,311,1,1,4,1,D,80
10/10/2007,YUM,38.11,311,1,1,1,1,D,100
10/11/2007,CAM,103.53,311,1,1,1,1,D,100
10/12/2007,APA,95.00,311,4,2,2,1,D,63
10/12/2007,OXY,69.21,311,4,2,0,1,D,46
10/18/2007,APH,43.12,311,1,1,3,1,D,83
10/18/2007,KO,59.36,311,4,3,3,1,D,47
10/23/2007,ISRG,304.30,311,1,1,1,1,D,100
10/24/2007,AFL,61.72,311,1,1,2,1,D,92
10/24/2007,TXT,67.69,311,3,2,3,1,D,58
10/25/2007,GD,90.38,311,4,1,2,1,D,72
10/25/2007,GILD,45.51,311,4,1,0,1,D,56
10/25/2007,MSFT,31.99,311,1,2,4,1,D,72
10/26/2007,CF,85.43,311,2,3,1,1,D,75
10/26/2007,DNR,53.83,311,1,2,3,1,D,75
10/26/2007,DVN,93.21,311,4,2,1,1,D,72
10/26/2007,NTRS,74.35,311,1,1,2,1,D,92
10/26/2007,TAP,57.14,311,4,1,3,1,D,63
10/26/2007,TROW,61.71,311,1,1,3,1,D,83
10/29/2007,APA,101.85,311,4,1,2,1,D,72
10/29/2007,FTI,66.86,311,4,1,2,1,D,72
10/29/2007,JEC,88.06,311,4,2,1,1,D,72
10/29/2007,MOS,69.66,311,4,1,2,1,D,72
10/29/2007,PRGO,23.59,311,4,3,3,1,D,47
10/30/2007,MRK,57.86,311,2,2,2,1,D,75
10/31/2007,EXC,82.78,311,4,3,3,1,D,47
10/31/2007,IVZ,30.66,311,4,2,0,1,D,46
11/01/2007,IRM,34.73,311,1,1,3,1,D,83
11/02/2007,MSFT,37.06,311,2,1,1,1,D,92
11/02/2007,PRGO,28.92,311,1,1,3,1,D,83
11/06/2007,NTRS,76.72,311,3,1,3,1,D,67
11/06/2007,OXY,73.69,311,1,2,4,1,D,72
11/28/2007,CCE,26.02,311,4,4,2,1,D,52
11/29/2007,AON,49.95,311,1,2,1,1,D,92
11/29/2007,ESRX,68.26,311,4,3,3,1,D,47
11/29/2007,JNJ,68.40,311,4,3,3,1,D,47
11/30/2007,LIFE,97.01,311,1,2,1,1,D,92
12/05/2007,D,48.99,311,1,2,3,1,D,75
12/05/2007,ESRX,72.41,311,1,2,2,1,D,83
12/05/2007,PPL,53.46,311,1,3,4,1,D,63
12/06/2007,COST,70.83,311,1,3,1,1,D,83
12/07/2007,GD,93.68,311,4,3,3,1,D,47
12/07/2007,HSP,43.93,311,1,3,0,1,D,60
12/10/2007,CNX,65.31,311,2,2,3,1,D,67
12/10/2007,ECL,51.49,311,1,2,0,1,D,70
12/10/2007,MOS,84.40,311,1,2,4,1,D,72
12/18/2007,ADM,40.18,311,1,2,1,1,D,92
12/21/2007,BCR,93.70,311,1,1,1,1,D,100
12/21/2007,HRL,41.40,311,4,2,3,1,D,55
12/21/2007,RRC,50.47,311,1,2,3,1,D,75
12/24/2007,ECL,52.30,311,4,2,3,1,D,55
12/24/2007,HP,39.84,311,1,1,2,1,D,92
12/26/2007,NDAQ,50.00,311,2,3,0,1,D,50
12/26/2007,RIG,149.05,311,4,1,3,1,D,63
12/28/2007,MOS,95.84,311,2,2,0,1,D,60
01/09/2008,ABT,60.04,311,4,3,1,1,D,63
01/09/2008,AFL,65.55,311,1,3,2,1,D,75
01/09/2008,BAX,64.17,311,1,2,1,1,D,92
01/09/2008,SO,40.50,311,1,2,2,1,D,83
01/14/2008,MOS,109.54,311,1,1,1,1,D,100
01/14/2008,RRC,56.11,311,1,1,1,1,D,100
02/11/2008,URBN,30.50,311,4,3,2,1,D,55
02/26/2008,SWN,68.13,311,1,2,3,1,D,75
02/26/2008,TJX,33.31,311,1,2,1,1,D,92
03/04/2008,GILD,49.32,311,1,4,1,1,D,80
03/26/2008,X,126.43,311,1,3,0,1,D,60
04/04/2008,NBR,35.32,311,1,2,2,1,D,83
04/08/2008,COG,56.98,311,4,2,0,1,D,46
04/15/2008,WMT,56.27,311,4,2,3,1,D,55
04/16/2008,EQT,66.30,311,4,3,3,1,D,47
04/16/2008,FMC,62.98,311,4,3,2,1,D,55
04/16/2008,NSC,60.06,311,1,3,3,1,D,67
04/18/2008,CLF,163.31,311,1,2,3,1,D,75
04/18/2008,IBM,124.40,311,1,3,1,1,D,83
04/21/2008,ADM,48.18,311,1,3,2,1,D,75
04/21/2008,ESV,70.05,311,1,2,0,1,D,70
04/25/2008,USB,34.89,311,1,4,4,1,D,60
04/25/2008,YUM,41.05,311,2,3,2,1,D,67
04/29/2008,V,80.88,311,1,1,1,1,D,100
04/30/2008,UNP,145.19,311,1,3,1,1,D,83
05/06/2008,CLF,175.95,311,4,2,3,1,D,55
05/08/2008,EQT,72.81,311,1,2,1,1,D,92
05/12/2008,FMC,67.86,311,1,3,3,1,D,67
05/13/2008,HAS,36.93,311,4,1,3,1,D,63
05/13/2008,ROST,36.38,311,1,2,3,1,D,75
05/15/2008,DOV,54.18,311,2,1,3,1,D,75
05/15/2008,RHT,22.96,311,1,2,0,1,D,70
05/19/2008,HES,130.70,311,1,2,4,1,D,72
05/19/2008,NBR,41.47,311,4,2,4,1,D,52
05/19/2008,OXY,95.46,311,4,2,3,1,D,55
05/20/2008,COP,93.55,311,2,2,2,1,D,75
06/05/2008,APD,106.03,311,1,4,3,1,D,63
06/05/2008,L,50.64,311,3,2,3,1,D,58
06/05/2008,TE,21.45,311,1,1,1,1,D,100
06/23/2008,HP,76.99,311,1,1,1,1,D,100
07/10/2008,EW,64.07,311,4,3,3,1,D,47
07/16/2008,STJ,47.12,311,1,1,1,1,D,100
07/30/2008,AMGN,62.30,311,1,1,1,1,D,100
08/11/2008,TJX,37.00,311,1,2,2,1,D,83
08/18/2008,SJM,56.36,311,1,1,1,1,D,100
08/28/2008,GAS,46.79,311,4,3,3,1,D,47
05/19/2009,CERN,58.60,311,4,2,2,1,D,63
06/02/2009,ICE,115.15,311,4,3,3,1,D,47
06/26/2009,VRTX,36.04,311,1,3,5,1,D,60
06/29/2009,BLL,45.25,311,1,4,3,1,D,63
07/20/2009,LSI,5.43,311,2,4,2,1,D,63
07/23/2009,ADM,30.73,311,4,4,2,1,D,52
07/23/2009,AMAT,13.49,311,3,3,3,1,D,50
07/23/2009,KMX,16.51,311,4,3,3,1,D,47
07/27/2009,REGN,20.96,311,1,3,1,1,D,83
07/29/2009,MCK,51.01,311,1,3,4,1,D,63
08/05/2009,SHW,61.24,311,1,3,3,1,D,67
08/05/2009,WFM,28.70,311,1,2,2,1,D,83
08/11/2009,PCLN,153.72,311,1,2,3,1,D,75
08/21/2009,PDCO,27.43,311,4,2,3,1,D,55
08/24/2009,DPS,27.69,311,2,3,3,1,D,58
08/24/2009,FRX,28.95,311,1,3,4,1,D,63
08/24/2009,MO,18.33,311,4,3,2,1,D,55
08/24/2009,RAI,46.74,311,4,2,0,1,D,46
08/24/2009,RRC,52.29,311,1,3,3,1,D,67
08/27/2009,AIG,47.84,311,1,1,1,1,D,100
08/28/2009,VFC,71.02,311,2,3,3,1,D,58
09/08/2009,DHR,65.87,311,4,4,1,1,D,60
09/09/2009,CAG,21.86,311,4,3,2,1,D,55
09/09/2009,GRMN,35.98,311,1,2,1,1,D,92
09/09/2009,KSU,26.78,311,2,3,1,1,D,75
09/14/2009,AVY,34.55,311,4,3,2,1,D,55
09/14/2009,FDX,78.88,311,4,3,3,1,D,47
09/14/2009,THC,5.75,311,2,3,2,1,D,67
09/15/2009,FTI,54.65,311,1,2,3,1,D,75
09/15/2009,PNR,31.53,311,4,3,2,1,D,55
09/15/2009,ROP,52.25,311,4,3,2,1,D,55
09/16/2009,AVB,76.86,311,4,3,2,1,D,55
09/16/2009,HAL,28.03,311,1,3,3,1,D,67
09/17/2009,MAR,27.00,311,1,4,2,1,D,72
09/17/2009,VIAB,28.38,311,2,3,3,1,D,58
10/07/2009,ACN,38.41,311,2,4,2,1,D,63
10/09/2009,KSS,60.03,311,2,3,1,1,D,75
10/09/2009,PRGO,36.04,311,2,3,5,1,D,52
10/14/2009,IR,34.88,311,4,5,1,1,D,57
10/16/2009,SLB,69.08,311,1,3,1,1,D,83
10/19/2009,HAL,31.05,311,1,3,1,1,D,83
10/21/2009,AAPL,204.92,311,4,3,2,1,D,55
11/09/2009,EW,80.40,311,2,1,3,1,D,75
11/10/2009,AKAM,23.90,311,2,3,3,1,D,58
12/02/2009,BMS,30.90,311,1,2,3,1,D,75
12/02/2009,ED,43.93,311,1,4,3,1,D,63
12/02/2009,POM,16.93,311,1,3,3,1,D,67
12/03/2009,AEP,34.05,311,1,3,4,1,D,63
12/07/2009,WIN,10.75,311,4,4,2,1,D,52
12/11/2009,EW,85.94,311,4,3,3,1,D,47
12/14/2009,D,39.53,311,1,2,0,1,D,70
12/14/2009,ED,45.26,311,1,3,0,1,D,60
12/14/2009,SCG,37.75,311,1,3,0,1,D,60
12/15/2009,DGX,62.07,311,1,3,4,1,D,63
12/16/2009,AET,33.50,311,3,2,4,1,D,55
12/23/2009,MU,9.99,311,1,3,2,1,D,75
12/24/2009,FLIR,32.24,311,2,4,3,1,D,55
12/24/2009,REGN,23.20,311,2,2,4,1,D,63
01/06/2010,FAST,45.73,311,1,2,2,1,D,83
01/06/2010,MOS,65.57,311,1,3,1,1,D,83
01/07/2010,HP,46.34,311,4,3,1,1,D,63
01/07/2010,MTB,73.12,311,4,3,1,1,D,63
01/07/2010,SWK,56.75,311,4,3,1,1,D,63
01/08/2010,CMI,53.67,311,1,3,1,1,D,83
01/08/2010,SYK,55.42,311,1,3,1,1,D,83
01/11/2010,FOSL,36.07,311,4,4,2,1,D,52
01/11/2010,HON,42.65,311,1,4,1,1,D,80
01/13/2010,SE,21.70,311,4,3,2,1,D,55
01/14/2010,BAX,61.71,311,1,2,1,1,D,92
01/14/2010,NOC,59.30,311,1,4,4,1,D,60
01/19/2010,UNH,35.13,311,1,3,4,1,D,63
02/03/2010,TSN,14.35,311,4,3,2,1,D,55
02/16/2010,DRI,40.41,311,4,2,3,1,D,55
03/01/2010,ROST,49.30,311,2,3,5,1,D,52
03/02/2010,CMG,110.12,311,4,3,3,1,D,47
03/02/2010,TSN,17.45,311,4,1,0,1,D,56
03/08/2010,FDO,35.56,311,2,2,2,1,D,75
03/08/2010,ROST,51.79,311,2,2,3,1,D,67
03/10/2010,AAPL,224.84,311,4,3,3,1,D,47
03/10/2010,JNPR,30.39,311,1,2,5,1,D,68
03/11/2010,BA,70.07,311,3,3,1,1,D,67
03/11/2010,UNP,72.50,311,1,3,4,1,D,63
03/12/2010,BBT,30.70,311,1,3,2,1,D,75
03/15/2010,ROST,53.55,311,2,1,0,1,D,70
03/16/2010,TJX,43.23,311,4,2,3,1,D,55
03/17/2010,F,14.10,311,4,3,3,1,D,47
03/23/2010,TEL,28.22,311,3,4,3,1,D,47
03/24/2010,DD,38.77,311,1,2,1,1,D,92
03/25/2010,DIS,35.09,311,4,2,1,1,D,72
03/29/2010,SLM,12.67,311,4,4,2,1,D,52
03/30/2010,TSN,19.17,311,3,2,3,1,D,58
04/01/2010,OXY,86.60,311,4,3,2,1,D,55
04/05/2010,PVH,60.03,311,1,1,3,1,D,83
04/07/2010,CMG,122.47,311,4,3,1,1,D,63
04/07/2010,FDO,38.94,311,1,2,2,1,D,83
04/09/2010,ETN,80.21,311,2,3,1,1,D,75
04/12/2010,NWL,16.71,311,1,2,1,1,D,92
04/12/2010,TJX,45.61,311,3,2,3,1,D,58
04/13/2010,AXP,44.99,311,2,3,3,1,D,58
04/13/2010,GHC,513.01,311,1,1,1,1,D,100
04/13/2010,PVH,62.86,311,2,1,3,1,D,75
04/14/2010,BEN,121.31,311,1,3,3,1,D,67
04/14/2010,GE,19.35,311,4,3,3,1,D,47
04/15/2010,FISV,53.48,311,1,2,1,1,D,92
04/15/2010,OMC,41.20,311,1,3,1,1,D,83
04/21/2010,LH,81.00,311,1,2,2,1,D,83
04/21/2010,STZ,18.27,311,1,2,1,1,D,92
04/21/2010,WHR,98.77,311,4,3,1,1,D,63
04/22/2010,DHR,84.39,311,1,3,4,1,D,63
04/22/2010,R,47.76,311,1,2,1,1,D,92
04/23/2010,BBBY,47.84,311,4,3,3,1,D,47
04/23/2010,CHRW,61.58,311,1,2,2,1,D,83
04/23/2010,ECL,47.62,311,1,2,2,1,D,83
04/23/2010,EMN,71.12,311,1,3,3,1,D,67
04/23/2010,PCP,134.49,311,4,3,1,1,D,63
04/23/2010,PNC,69.64,311,4,2,4,1,D,52
04/26/2010,ADSK,34.72,311,1,2,1,1,D,92
04/26/2010,ICE,120.28,311,1,3,1,1,D,83
04/26/2010,NDAQ,22.96,311,4,3,1,1,D,63
04/26/2010,PCL,43.52,311,2,2,1,1,D,83
04/26/2010,PETM,34.66,311,4,3,3,1,D,47
04/30/2010,SRCL,58.90,311,1,3,2,1,D,75
05/10/2010,FIS,29.63,311,1,1,3,1,D,83
06/11/2010,NFLX,120.69,311,4,3,3,1,D,47
06/18/2010,NEM,61.25,311,1,3,1,1,D,83
07/13/2010,BRCM,37.13,311,4,3,2,1,D,55
07/26/2010,FFIV,87.48,311,1,1,3,1,D,83
07/26/2010,PNW,39.60,311,4,3,2,1,D,55
07/27/2010,GAS,45.26,311,1,3,5,1,D,60
08/10/2010,FOSL,45.84,311,1,2,1,1,D,92
08/25/2010,PCG,47.06,311,4,2,1,1,D,72
09/03/2010,ADM,32.00,311,1,1,5,1,D,77
09/03/2010,CBG,17.95,311,1,3,4,1,D,63
09/08/2010,AMT,49.36,311,1,4,0,1,D,56
09/09/2010,MO,23.63,311,1,3,3,1,D,67
09/13/2010,VRSN,31.57,311,1,3,0,1,D,60
09/14/2010,CTXS,67.40,311,1,1,3,1,D,83
09/15/2010,ACE,57.71,311,1,3,0,5,D,60
09/15/2010,AIZ,40.19,311,2,3,0,1,D,50
09/16/2010,CB,57.56,311,2,2,3,1,D,67
09/20/2010,FFIV,104.64,311,1,2,5,1,D,68
09/20/2010,NKE,78.37,311,4,3,3,1,D,47
09/21/2010,T,28.61,311,1,3,3,1,D,67
09/21/2010,WYN,28.27,311,4,3,3,1,D,47
09/28/2010,CNP,15.84,311,2,3,2,1,D,67
10/08/2010,DVA,72.14,311,1,2,3,1,D,75
10/11/2010,M,24.85,311,4,3,1,1,D,63
10/11/2010,STZ,19.11,311,1,3,1,1,D,83
10/12/2010,FRX,32.63,311,4,3,3,1,D,47
10/12/2010,LB,29.71,311,4,3,3,1,D,47
10/15/2010,PM,58.54,311,1,3,4,1,D,63
10/25/2010,LRCX,45.01,311,1,3,2,1,D,75
10/25/2010,TRV,55.59,311,2,2,0,1,D,60
10/29/2010,VRSN,34.75,311,1,3,2,1,D,75
11/02/2010,AME,54.93,311,2,1,5,1,D,68
11/02/2010,TDC,40.86,311,1,3,0,1,D,60
11/04/2010,ALXN,72.77,311,1,2,1,1,D,92
11/04/2010,DFS,18.74,311,1,3,2,1,D,75
11/04/2010,ETN,93.25,311,4,3,2,1,D,55
11/04/2010,HES,69.25,311,1,1,1,1,D,100
11/04/2010,MAC,49.03,311,1,3,1,1,D,83
11/04/2010,NOV,58.26,311,1,1,2,1,D,92
11/04/2010,PG,65.00,311,1,2,3,1,D,75
11/05/2010,AIG,45.61,311,4,3,1,1,D,63
11/05/2010,CMG,230.56,311,1,1,2,1,D,92
11/05/2010,F,16.21,311,1,1,1,1,D,100
11/05/2010,FDO,48.43,311,4,3,3,1,D,47
11/05/2010,NFX,64.59,311,1,3,3,1,D,67
11/05/2010,TRV,57.44,311,4,2,3,1,D,55
11/05/2010,XOM,70.00,311,1,1,2,1,D,92
11/08/2010,BTU,58.90,311,1,2,2,1,D,83
11/08/2010,JCI,37.34,311,2,1,2,1,D,83
11/08/2010,MKC,44.81,311,2,2,0,1,D,60
11/08/2010,TEL,33.73,311,1,2,3,1,D,75
11/10/2010,FTR,9.32,311,1,2,3,1,D,75
11/10/2010,SYMC,17.67,311,2,2,3,1,D,67
11/11/2010,HP,46.47,311,1,3,2,1,D,75
11/18/2010,MAT,25.11,311,4,3,2,1,D,55
11/24/2010,FDO,50.68,311,4,3,3,1,D,47
11/26/2010,CMG,255.65,311,4,1,3,1,D,63
12/01/2010,TIF,62.75,311,3,2,3,1,D,58
12/01/2010,VAR,67.72,311,3,3,1,1,D,67
12/02/2010,BLL,69.06,311,1,2,3,1,D,75
12/03/2010,BTU,63.28,311,4,2,1,1,D,72
12/03/2010,FLR,61.77,311,4,2,4,1,D,52
12/03/2010,ROP,75.29,311,4,3,3,1,D,47
12/06/2010,FAST,57.86,311,2,3,3,1,D,58
12/06/2010,GPC,50.53,311,1,3,3,1,D,67
12/06/2010,OXY,93.05,311,4,2,3,1,D,55
12/07/2010,GWW,132.63,311,2,4,3,1,D,55
12/07/2010,LRCX,49.72,311,2,3,5,1,D,52
12/10/2010,CHRW,78.12,311,2,3,0,1,D,50
12/10/2010,EW,71.29,311,1,4,0,1,D,56
12/10/2010,LRCX,51.61,311,1,3,0,1,D,60
12/15/2010,HRL,51.62,311,2,1,5,1,D,68
12/16/2010,ALXN,80.83,311,1,3,4,1,D,63
12/16/2010,BCR,94.79,311,1,1,1,1,D,100
12/20/2010,A,40.63,311,2,3,1,1,D,75
12/21/2010,NKE,92.30,311,1,2,2,1,D,83
12/22/2010,MAT,26.23,311,4,3,1,1,D,63
12/22/2010,MRO,36.53,311,1,4,5,1,D,57
12/30/2010,CNX,48.81,311,3,3,4,1,D,47
01/05/2011,APA,124.91,311,4,3,1,1,D,63
01/07/2011,NVDA,19.87,311,1,1,1,1,D,100
01/10/2011,KSU,52.17,311,4,4,1,1,D,60
01/11/2011,FLR,68.34,311,4,3,3,1,D,47
01/12/2011,CNX,54.00,311,1,2,3,1,D,75
01/13/2011,VLO,25.04,311,1,2,3,1,D,75
01/14/2011,NVDA,23.59,311,2,1,2,1,D,83
01/14/2011,SEE,26.86,311,4,3,3,1,D,47
01/18/2011,ABC,36.17,311,1,2,4,1,D,72
01/18/2011,CF,149.45,311,4,3,3,1,D,47
01/18/2011,MYL,23.83,311,1,2,4,1,D,72
01/18/2011,XOM,78.71,311,1,3,5,1,D,60
01/21/2011,CMCSK,22.11,311,4,3,2,1,D,55
01/26/2011,WU,20.14,311,1,3,1,1,D,83
01/27/2011,EMC,24.96,311,4,3,1,1,D,63
01/27/2011,HD,37.98,311,1,3,5,1,D,60
01/27/2011,PDCO,33.12,311,2,3,3,1,D,58
01/27/2011,ROST,66.99,311,2,5,3,1,D,52
01/31/2011,COP,71.46,311,4,3,2,1,D,55
02/01/2011,DVN,89.45,311,1,1,3,1,D,83
02/01/2011,FLS,128.34,311,4,4,1,1,D,60
02/02/2011,CHK,30.51,311,1,1,1,1,D,100
02/02/2011,VLO,26.43,311,3,2,3,1,D,58
02/03/2011,CSC,55.62,311,4,3,2,1,D,55
02/03/2011,EMC,25.49,311,2,3,1,1,D,75
02/03/2011,FLIR,32.36,311,2,3,4,1,D,55
02/03/2011,KEY,9.47,311,2,3,0,1,D,50
02/03/2011,NOV,75.93,311,2,3,3,1,D,58
02/04/2011,DGX,58.97,311,1,3,4,1,D,63
02/09/2011,DIS,43.36,311,1,1,3,1,D,83
02/09/2011,TWX,36.93,311,3,1,4,1,D,63
02/10/2011,CBS,21.62,311,2,3,2,1,D,67
02/11/2011,ACT,57.16,311,3,3,3,1,D,50
02/15/2011,CBG,25.34,311,4,2,4,1,D,52
02/16/2011,OKE,62.00,311,4,3,3,1,D,47
02/17/2011,CMCSK,23.90,311,1,2,3,1,D,75
02/17/2011,WMB,30.08,311,1,2,1,1,D,92
02/18/2011,RAI,34.56,311,4,3,1,1,D,63
02/18/2011,TRV,60.92,311,1,2,3,1,D,75
02/18/2011,TWX,38.18,311,1,1,3,1,D,83
02/18/2011,TYC,47.33,311,4,3,3,1,D,47
02/22/2011,CVX,100.32,311,4,3,2,1,D,55
02/22/2011,XOM,85.44,311,4,2,0,1,D,46
03/03/2011,PNW,43.44,311,1,3,3,1,D,67
03/04/2011,VRTX,51.07,311,1,1,4,1,D,80
03/04/2011,WYNN,130.81,311,4,3,2,1,D,55
03/08/2011,GILD,41.25,311,2,3,2,1,D,67
03/09/2011,DTE,49.17,311,1,2,1,1,D,92
03/21/2011,CSX,78.09,311,4,3,2,1,D,55
03/22/2011,CVX,105.23,311,4,3,2,1,D,55
03/23/2011,CERN,108.08,311,1,3,2,1,D,75
03/30/2011,HUM,68.77,311,1,3,3,1,D,67
03/30/2011,MCO,34.45,311,1,3,4,1,D,63
04/05/2011,ALXN,104.39,311,1,3,1,1,D,83
04/05/2011,SRCL,92.56,311,1,3,4,1,D,63
04/06/2011,DTE,49.64,311,2,2,0,5,D,60
04/11/2011,PRGO,84.31,311,1,2,3,1,D,75
04/15/2011,BBBY,55.84,311,1,1,2,1,D,92
04/15/2011,BIIB,82.96,311,1,1,1,1,D,100
04/19/2011,GWW,145.92,311,4,3,2,1,D,55
04/21/2011,WDC,41.24,311,4,3,3,1,D,47
04/25/2011,AVB,124.75,311,1,3,0,1,D,60
04/25/2011,BIIB,100.28,311,1,1,2,1,D,92
04/25/2011,EQR,58.31,311,1,3,0,1,D,60
04/26/2011,APD,95.11,311,2,4,3,1,D,55
04/26/2011,SE,28.39,311,1,3,3,1,D,67
04/27/2011,ACT,61.73,311,4,3,2,1,D,55
04/27/2011,COF,55.44,311,2,3,3,1,D,58
04/27/2011,WM,39.46,311,1,3,1,1,D,83
04/28/2011,AXP,48.52,311,1,3,1,1,D,83
04/28/2011,HCN,54.98,311,1,4,5,1,D,57
04/28/2011,ZMH,65.76,311,1,4,3,1,D,63
04/29/2011,K,57.27,311,1,2,3,1,D,75
05/02/2011,BDX,86.85,311,1,2,1,1,D,92
05/02/2011,IP,32.29,311,1,3,3,1,D,67
05/03/2011,CL,84.70,311,2,2,2,2,D,75
05/04/2011,LLY,38.12,311,1,2,3,1,D,75
05/10/2011,CNP,19.26,311,1,1,3,1,D,83
05/10/2011,CTAS,31.80,311,4,2,3,1,D,55
05/12/2011,CVS,38.19,311,1,3,5,1,D,60
05/12/2011,PETM,44.23,311,1,3,3,1,D,67
05/13/2011,CI,48.69,311,1,2,4,1,D,72
05/13/2011,DPS,41.78,311,1,2,1,1,D,92
05/13/2011,MDLZ,34.89,311,1,1,5,1,D,77
05/13/2011,WAG,44.97,311,2,4,3,1,D,55
05/18/2011,PDCO,36.72,311,3,2,3,1,D,58
05/18/2011,SYY,32.65,311,3,1,3,1,D,67
05/19/2011,XRAY,40.09,311,1,3,0,1,D,60
05/19/2011,YUM,56.69,311,1,3,3,1,D,67
05/27/2011,COH,63.91,311,1,3,2,1,D,75
05/27/2011,EQT,53.34,311,2,4,3,1,D,55
05/31/2011,EQR,61.83,311,1,3,3,1,D,67
06/27/2011,MNST,79.11,311,1,2,3,1,D,75
07/01/2011,GWW,158.21,311,4,3,1,1,D,63
07/01/2011,PNR,41.27,311,1,3,3,1,D,67
